|sourceId| |articleId| |author| |title| |description| |url| |urlToImage| |publishedAt|
|cbs-news| |58| |CBS/AP| |Queen Elizabeth II to mark 92nd birthday with star-studded concert in London| |Special gun salutes are also being staged midday Saturday in central London to mark the occasion| |https://www.cbsnews.com/news/queen-elizabeth-ii-to-mark-92nd-birthday-with-star-studded-concert-in-london/| |https://cbsnews1.cbsistatic.com/hub/i/r/2018/04/21/26d08e3e-c7ee-48aa-be00-f37f4e92d98a/thumbnail/1200x630/ef762158ede7c642780557938803e3bb/queen.jpg| |2018-04-21T11:18:10+00:00|
|cbs-news| |59| |David Morgan| |Barbara Bush 1925-2018| |A look back at the life of the first lady - wife of the 41st President of the United States, and mother of the 43rd| |https://www.cbsnews.com/pictures/barbara-bush-1925-2018/| |https://cbsnews3.cbsistatic.com/hub/i/r/2014/01/17/9e675e58-4bb9-4248-9782-0b6b03bee477/thumbnail/1200x630/f85d073d2a42f3690d2752514e2af0af/142074599.jpg| |2018-04-15T19:46:06+00:00|
|cnbc| |60| |Leslie Josephs| |Deadly engine blast on Southwest flight could shake any traveler but air travel has become remarkably safe| |A deadly engine failure aboard a Southwest Airlines flight broke a nine-year streak of zero passenger fatalities aboard U.S. airlines.| |https://www.cnbc.com/2018/04/21/air-travel-has-become-remarkably-safe-despite-deadly-southwest-blast.html| |https://fm.cnbc.com/applications/cnbc.com/resources/img/editorial/2018/04/18/105139771-GettyImages-947840494.1910x1000.jpg| |2018-04-21T17:22:11Z|
|cnbc| |61| |Todd Haselton| |How to stay connected on your phone when you travel out of the country| |If you're planning a trip out of the country, here are your best options for staying connected.| |https://www.cnbc.com/2018/04/21/phone-plans-for-international-travel.html| |https://fm.cnbc.com/applications/cnbc.com/resources/img/editorial/2018/03/26/105089604-Capture.1910x1000.JPG| |2018-04-21T17:15:02Z|
|cnbc| |62| |Michael Sheetz| |The British are coming -- for the rocket-launching industry| |The British are moving quickly to attract the business of rocket launchers.| |https://www.cnbc.com/2018/04/21/uk-space-agency-aims-100-billion-by-2030.html| |https://fm.cnbc.com/applications/cnbc.com/resources/img/editorial/2017/09/14/104710540-VO_LauncherOne_20170912.1910x1000.jpg| |2018-04-21T17:11:55Z|
|cnbc| |63| |Rick Jervis and Gregory Korte| |Barbara Bush funeral: Melania Trump, Obamas pay last respects| || |https://www.cnbc.com/2018/04/21/barbara-bush-funeral-melania-trump-obamas-pay-last-respects.html| |https://fm.cnbc.com/applications/cnbc.com/resources/img/editorial/2017/01/23/104235240-RTR5F4S.1910x1000.jpg| |2018-04-21T16:55:18Z|
|cnbc| |64| |Kevin Breuninger| |A sweeping Democratic lawsuit is just the latest in a string of legal battles trailing Trump| |President Trump's lawyer, Michael Cohen, is now the subject of an investigation involving potential financial crimes.| |https://www.cnbc.com/2018/04/21/trump-dogged-by-a-string-of-legal-battles-including-dnc-lawsuit.html| |https://fm.cnbc.com/applications/cnbc.com/resources/img/editorial/2018/04/06/105114297-RTX5HFQJ.1910x1000.jpg| |2018-04-21T15:25:08Z|
|cnbc| |65| |Jordan Novet| |Why tech companies are racing each other to make their own custom A.I. chips| |Alibaba is the latest company to articulate a plan to build a chip suited just for artificial intelligence computing work.| |https://www.cnbc.com/2018/04/21/alibaba-joins-google-others-in-making-custom-ai-chips.html| |https://fm.cnbc.com/applications/cnbc.com/resources/img/editorial/2017/10/31/104809507-rsz_jackmataichi.1910x1000.jpg| |2018-04-21T15:01:22Z|
|cnbc| |66| |Spencer Kimball| |Trump questions legality of special counsel| |Trump has reportedly considered firing Mueller at least twice over the past year, repeatedly slamming the Russia probe as a "witch hunt."| |https://www.cnbc.com/2018/04/21/trump-questions-legality-of-special-counsel.html| |https://fm.cnbc.com/applications/cnbc.com/resources/img/editorial/2018/04/20/105145946-RTX4SQNE.1910x1000.jpg| |2018-04-21T14:09:20Z|
|cnbc| |67| |Darla Mercado| |What you need to know about the Wells Fargo settlement| |Wells Fargo is paying up $1 billion in penalties to regulators, related to allegations around the bank's mortgage and auto loan practices. Affected consumers can also expect to get a refund.| |https://www.cnbc.com/2018/04/20/what-consumers-need-to-know-about-wells-fargo-settlement.html| |https://fm.cnbc.com/applications/cnbc.com/resources/img/editorial/2017/10/08/104760030-GettyImages-521394926r.1910x1000.jpg| |2018-04-20T17:31:10Z|
|cnbc| |68| |Paayal Zaveri| |Big American tech companies are snapping up foreign-worker visas, replacing Indian outsourcing firms| |U.S. tech companies might be relying more on H-1B workers, according to a new study. This as the study finds Indian outsourcing firms may be losing their stronghold on H-1B skilled worker visas.| |https://www.cnbc.com/2018/04/20/big-american-tech-companies-are-snapping-up-h1-b-visas.html| |https://fm.cnbc.com/applications/cnbc.com/resources/img/editorial/2017/04/19/104412279-GettyImages-669942066.1910x1000.jpg| |2018-04-20T13:13:39Z|
|cnbc| |69| |Alex Sherman| |Carl Icahn has taken a 'medium'-sized stake in VMware, sources say| |Activist investor Carl Icahn has acquired a stake in VMware while Dell is considering a reverse merger with the virtualization company.| |https://www.cnbc.com/2018/04/17/carl-icahn-has-a-medium-sized-stake-in-vmware-sources-say.html| |https://fm.cnbc.com/applications/cnbc.com/resources/img/editorial/2016/09/14/103940630-20160913-9076-2269.1910x1000.jpg| |2018-04-18T02:30:08Z|
|cnn| |70| |NOVALUE| |Author: Trump has been lying since childhood - CNN Video| |In an interview with CNN's Anderson Cooper, Trump biographer Michael D'Antonio claims President Trump has been lying since he was a child, saying "he was named the ladies man at a school that had no women at it ... he has been doing this forever."| |http://us.cnn.com/videos/politics/2018/04/21/michael-dantonio-intv-trump-lies-childhood-sot-cooper-ac.cnn| |https://cdn.cnn.com/cnnnext/dam/assets/180421092414-01-donald-trump-0417-super-tease.jpg| |2018-04-21T19:45:07.4826714Z|
|cnn| |71| |Lindsay Benson| |Avicii songs ring out from this Dutch town's bell tower as a tribute to the late Swedish artist| |In a tribute to the late Swedish artist Avicii, a town in the Netherlands played some of his most popular songs from its bell tower on Saturday morning.| |http://us.cnn.com/2018/04/21/world/avicii-utrecht-netherlands-bell-tower-trnd/index.html| |https://cdn.cnn.com/cnnnext/dam/assets/180421140023-avicii-utrecht-netherlands-bell-tower-super-tease.jpg| |2018-04-21T19:35:05Z|
|cnn| |72| |Theresa Waldrop, CNN| |DJ Kygo calls Avicii 'a true musical genius' in emotional Coachella tribute| |DJ Kygo makes an emotional tribute to his friend Avicii at Coachella. Grammy-nominated Avicii, a Swedish DJ whose real name was Tim Bergling, was found dead Friday in Oman.| |http://us.cnn.com/2018/04/21/entertainment/kygo-avicii-coachella-tribute/index.html| |https://cdn.cnn.com/cnnnext/dam/assets/180421142121-kygo-avicii-tribute-super-tease.jpeg| |2018-04-21T17:55:48Z|
|cnn| |73| |Sugam Pokharel and Laura Smith-Spark, CNN| |India seeks death penalty for child rapists| |India's Cabinet has passed an executive order to make the rape of a girl under 12 punishable by the death penalty as national outrage grows over sexual violence in the country.| |http://us.cnn.com/2018/04/21/asia/india-death-penalty-child-rape-intl/index.html| |https://cdn.cnn.com/cnnnext/dam/assets/180416053438-05-india-rape-protest-0415-super-tease.jpg| |2018-04-21T17:14:04Z|
|cnn| |74| |Errol Louis, CNN Political Commentator| |Giuliani is the guy you call as a last resort| |Rudy Giuliani is joining Donald Trump's legal team at a time when the President wants loyalty and doggedness above all else, says Errol Louis -- and he'll get it from Rudy.| |http://us.cnn.com/2018/04/20/opinions/rudy-giuliani-joins-trump-team-now-what-louis-opinion/index.html| |https://cdn.cnn.com/cnnnext/dam/assets/180419175153-giuliani-jan-2017-super-tease.jpg| |2018-04-21T16:43:42Z|
|cnn| |75| |Matt Korade| |Trump defends Cohen after NYT report| |President Donald Trump aggressively defended his personal lawyer Saturday morning after The New York Times reported on Trump's sometimes poor treatment of the attorney, Michael Cohen, who the newspaper said might cooperate with special counsel Robert Mueller …| |http://us.cnn.com/2018/04/21/politics/trump-cohen-new-york-times/index.html| |https://cdn.cnn.com/cnnnext/dam/assets/180421095836-donald-trump-michael-cohen-split-restricted-super-tease.jpg| |2018-04-21T16:00:05Z|
|cnn| |76| |Veronica Stracqualursi, CNN| |Trump uses Comey memos to try to discredit Mueller investigation| |President Donald Trump questioned the basis of special counsel Robert Mueller's Russia investigation in a tweet early Saturday morning, alleging that the probe started after former FBI Director James Comey "illegally leaked classified" information.| |http://us.cnn.com/2018/04/21/politics/trump-comey-memos-classified/index.html| |https://cdn.cnn.com/cnnnext/dam/assets/160707083809-donald-trump-james-comey-super-tease.jpg| |2018-04-21T14:25:55Z|
|cnn| |77| |Katelyn Polantz, Jim Sciutto and Clare Foran, CNN| |Dems' suit alleges Russia, Trump campaign, WikiLeaks conspired to interfere in 2016 campaign| |The Democratic National Committee is suing the Trump campaign, Russia, WikiLeaks founder Julian Assange and several relatives and associates of President Donald Trump alleging a grand conspiracy that harmed Democrats through WikiLeaks' publication of internal…| |http://us.cnn.com/2018/04/20/politics/democrats-lawsuit-russia/index.html| |https://cdn.cnn.com/cnnnext/dam/assets/170104172018-02-trump-assange-split-restricted-super-tease.jpg| |2018-04-21T00:29:48Z|
|cnn| |78| |Sandra Gonzalez, CNN| |'Smallville' actress Allison Mack arrested for alleged role in sex trafficking case| |Allison Mack's arrest is related to her alleged involvement with an organization called Nxivm.| |http://us.cnn.com/2018/04/20/entertainment/allison-mack-arrested/index.html| |https://cdn.cnn.com/cnnnext/dam/assets/180420135836-allison-mack-super-tease.jpg| |2018-04-21T00:07:14Z|
|cnn| |79| |Eli Watkins, CNN| |WaPo: Sessions said he'd consider resigning if Trump fired Rosenstein| |Attorney General Jeff Sessions told White House counsel Donald McGahn he would have considered leaving if President Donald Trump fired Deputy Attorney General Rod Rosenstein, who oversees the Russia probe, The Washington Post reported Friday.| |http://us.cnn.com/2018/04/20/politics/jeff-sessions-rod-rosenstein/index.html| |https://cdn.cnn.com/cnnnext/dam/assets/180123122645-03-jeff-sessions-file-super-tease.jpg| |2018-04-20T23:54:20Z|
|fox-news| |80| |Fox News| |Honoring the life of former first lady Barbara Bush| |rbara Bush funeral held in Houston, Texas.| |http://video.foxnews.com/v/5774458916001/| |http://a57.foxnews.com/media2.foxnews.com/BrightCove/694940094001/2018/04/21/640/360/694940094001_5774467317001_5774458916001-vs.jpg| |2018-04-21T19:53:04.7965627Z|
|fox-news| |81| |Fox News| |Historian Jon Meacham delivers eulogy for Barbara Bush| |Presidential historian Jon Meacham says Barbara Bush was candid, comforting, steadfast and straightforward as he reflects on the life of the former first lady.| |http://video.foxnews.com/v/5774437262001/| |http://a57.foxnews.com/media2.foxnews.com/BrightCove/694940094001/2018/04/21/640/360/694940094001_5774433740001_5774437262001-vs.jpg| |2018-04-21T19:37:51.147574Z|
|fox-news| |82| |Fox News| |Jeb Bush on the lessons Barbara Bush shared with her family| |During a eulogy for Barbara Bush, Jeb Bush says his mother taught her family to live a life of purpose and meaning.| |http://video.foxnews.com/v/5774437308001/| |http://a57.foxnews.com/media2.foxnews.com/BrightCove/694940094001/2018/04/21/640/360/694940094001_5774433770001_5774437308001-vs.jpg| |2018-04-21T19:37:49.6431266Z|
|fox-news| |83| |Fox News| |Amish buggy crashes in Ohio, killing woman and injuring man and 2 infants| |SIDNEY, OH (AP) — Authorities say an Amish buggy has been struck from behind in Ohio, killing a woman and critically injuring a man and two infants.| |http://www.foxnews.com/us/2018/04/21/amish-buggy-crashes-in-ohio-killing-woman-and-injuring-man-and-2-infants.html| |http://a57.foxnews.com/images.foxnews.com/content/fox-news/us/2018/04/21/amish-buggy-crashes-in-ohio-killing-woman-and-injuring-man-and-2-infants/_jcr_content/par/featured_image/media-0.img.jpg/0/0/1524339275935.jpg?ve=1| |2018-04-21T19:09:00+00:00|
|fox-news| |84| |Fox News| |Coming up on 'Fox News Sunday': April 22| |An exclusive interview with French President Emmanuel Macron.| |http://video.foxnews.com/v/5774442700001/| |http://a57.foxnews.com/media2.foxnews.com/BrightCove/694940094001/2018/04/21/640/360/694940094001_5774433783001_5774442700001-vs.jpg| |2018-04-21T18:22:54.8146484Z|
|fox-news| |85| |Fox News| |Cardin shares concerns about Pompeo despite NKorea progress| |Democratic Senator Ben Cardin discusses diplomatic progress with North Korea and Mike Pompeo's difficult confirmation process.| |http://video.foxnews.com/v/5774393281001/| |http://a57.foxnews.com/media2.foxnews.com/BrightCove/694940094001/2018/04/21/640/360/694940094001_5774395572001_5774393281001-vs.jpg| |2018-04-21T18:07:51.1341085Z|
|fox-news| |86| |Fox News| |Texas teen's car stolen, totaled after he stops to help at crash scene| |A Texas teen says his car was totaled after he stopped at an accident scene and it was stolen-- by the driver of the wrecked vehicle.| |http://www.foxnews.com/us/2018/04/21/texas-teens-car-stolen-totaled-after-stops-to-help-at-crash-scene.html| |http://a57.foxnews.com/images.foxnews.com/content/fox-news/us/2018/04/21/texas-teens-car-stolen-totaled-after-stops-to-help-at-crash-scene/_jcr_content/par/featured_image/media-0.img.jpg/0/0/1524326908980.jpg?ve=1| |2018-04-21T16:15:00+00:00|
|fox-news| |87| |Fox News| |Missouri mother watched home burn down with her four sons inside: 'She lost everything'| |Tina Brazil was heard screaming as her Lake Ozark, Mo., home caught fire killing her four children inside.| |http://www.foxnews.com/us/2018/04/21/missouri-mother-watched-home-burn-down-with-her-four-sons-inside-lost-everything.html| |http://a57.foxnews.com/images.foxnews.com/content/fox-news/us/2018/04/21/missouri-mother-watched-home-burn-down-with-her-four-sons-inside-lost-everything/_jcr_content/par/featured_image/media-0.img.jpg/0/0/1524323959942.jpg?ve=1| |2018-04-21T15:45:00+00:00|
|fox-news| |88| |Fox News| |Media war on Trump continues around the clock, and other proof of media bias| |The media war against President Trump continues without stop.| |http://www.foxnews.com/opinion/2018/04/21/media-war-on-trump-continues-around-clock-and-other-proof-media-bias.html| |http://a57.foxnews.com/media2.foxnews.com/BrightCove/694940094001/2018/04/18/0/0/694940094001_5772876771001_5772874043001-vs.jpg?ve=1| |2018-04-21T13:29:00+00:00|
|fox-news| |89| |Fox News| |Barbara Bush funeral expected to draw 1,500 guests| |An invitation-only private funeral service wil be held Saturday in Houston for the late former first lady Barbara Bush, with first lady Melania Trump and former presidents Bill Clinton and Barack Obama and their wives expected among some 1,500 guests.| |http://www.foxnews.com/politics/2018/04/21/barbara-bush-funeral-expected-to-draw-1500-guests.html| |http://a57.foxnews.com/media2.foxnews.com/BrightCove/694940094001/2018/04/20/0/0/694940094001_5774125811001_5774123289001-vs.jpg?ve=1| |2018-04-21T10:30:00+00:00|
|national-geographic| |90| |Carrie Arnold| |Deepest Octopus Nursery Discovered, Holds Dark Secret| |Submersible footage reveals hundreds of mother octopi brooding their eggs more than a mile deep.| |https://news.nationalgeographic.com/2018/04/animals-octopuses-deep-sea-oceans.html| |https://pmdvod.nationalgeographic.com/NG_Video/314/1023/smpost_1524257085979.jpg| |2018-04-21T20:07:12.3989878Z|
|national-geographic| |91| |Gulnaz Khan| |Nostalgic Photos of Tourists in U.S. National Parks| |Captivated by hordes of visitors, camera-toting families, and packed motor coaches, this photographer embarked on a road trip to capture them.| |https://www.nationalgeographic.com/travel/destinations/north-america/united-states/national-parks/sightseer-american-tourists-in-national-parks.html| |https://www.nationalgeographic.com/content/dam/travel/2018-digital/national-park-sightseers-vintage/family-grand-canyon-national-park.jpg| |2018-04-21T20:07:12.3279199Z|
|national-geographic| |92| |Michael Greshko| |Bizarre Squid Seen Alive for First Time| |The deep-sea creature, which might be a new species, has marine biologists flummoxed.| |https://news.nationalgeographic.com/2018/04/squid-noaa-okeanos-explorer-animals-spd.html| |https://pmdvod.nationalgeographic.com/NG_Video/415/675/smpost_1524235348768.jpg| |2018-04-21T20:07:12.2848786Z|
|national-geographic| |93| |Elaina Zachos| |Here Are Some Alternatives to Reef-Damaging Sunscreen| |Harmful chemicals from sunscreen can leach into the ocean and damage coral. Here are some sun-blocking alternatives.| |https://www.nationalgeographic.com/travel/features/sunscreen-destroying-coral-reefs-alternatives-travel-spd.html| |https://www.nationalgeographic.com/content/dam/travel/2018-digital/sunscreen-coral-reef/sunscreen-coral-reef.jpg| |2018-04-21T20:07:11.4600853Z|
|national-geographic| |94| |Liz Langley| |This Beetle Can Withstand 40 Times More G-Force Than a Fighter Pilot| |Click beetles are among nature's many unsung acrobats with clever strategies for escape.| |https://news.nationalgeographic.com/2018/04/animals-sharks-spiders-birds-beetles.html| |https://news.nationalgeographic.com/content/dam/news/2018/04/21/waq-animal-acrobats/03-animal-acrobats-FWFA7E.jpg| |2018-04-21T20:07:11.3299603Z|
|national-geographic| |95| |Simon Worrall| |This Storm Chaser Risked It All for Tornado Research| |Tim Samaras always wanted to be a storm chaser and he was one of the best. But then he encountered the deadly El Reno tornado of 2013.| |https://news.nationalgeographic.com/2018/04/this-storm-chaser-risked-it-all-for-tornado-research.html| |https://news.nationalgeographic.com/content/dam/news/2018/04/21/book-talk-twister-tornado-storm-chaser/01-book-talk-tornado-storm-chaser.jpg| |2018-04-21T20:07:11.2548885Z|
|national-geographic| |96| |Sarah Gibbens| |How the Environment Has Changed Since the First Earth Day| |When the first Earth Day was held in 1970, pesticides were killing bald eagles, and soot was darkening the sky. Now, habitat loss and climate change are imperiling the planet.| |https://news.nationalgeographic.com/2018/04/earth-day-then-now-history-science-spd.html| |https://news.nationalgeographic.com/content/dam/news/2018/04/20/1970s-now-pollution/01-pollution-1970s.jpg| |2018-04-21T20:07:11.1457841Z|
|national-geographic| |97| |National Geographic Staff| |The Most Compelling Photos of Earth| |Every day, National Geographic publishes powerful images that showcase the beauty of Earth. Here are 10 pictures that stood out to our photo editors.| |https://www.nationalgeographic.com/photography/proof/2018/04/most-compelling-photos-of-earth.html| |https://www.nationalgeographic.com/content/dam/magazine/rights-exempt/2017/07/Antarctic-Melt/antarctic-melt-lemaire-channel-sunset.jpg| |2018-04-21T20:07:11.0637043Z|
|national-geographic| |98| |Heather Brady| |5 Times People Used Trees to Change the World| |These people have used trees to fight climate change, help with diplomacy, and save their island.| |https://news.nationalgeographic.com/2018/04/trees-impact-india-london-georgia-erosion-forest-culture.html| |https://news.nationalgeographic.com/content/dam/news/2018/04/20/changing-world-with-trees/german-child-million-trees.jpg| |2018-04-21T20:07:10.9385849Z|
|national-geographic| |99| |Sarah Gibbens| |How You Can Participate in Earth Day| |From grassroots to global, these initiatives aim to counter our most pressing environmental issues.| |https://news.nationalgeographic.com/2018/04/earth-day-how-to-get-involved-culture-spd.html| |https://pmdvod.nationalgeographic.com/NG_Video/30/339/1215481923917_640x360_1215507523735.jpg| |2018-04-21T20:07:09.7404337Z|
|nbc-news| |100| |Daniel Arkin| |Florida's Brevard County may deploy armed janitors and other staffers to fight school shooters| |Activists in Brevard County, Florida, are gearing up to try to derail the Sheriff-Trained Onsite Marshal Program, STOMP, before a school board vote next month.| |http://www.nbcnews.com/news/us-news/florida-s-brevard-county-may-deploy-armed-janitors-other-staffers-n867576| |https://media1.s-nbcnews.com/j/newscms/2018_16/2404651/180419-gun-mn-1545_9d0374181b0b74547d27a121a92360e4.1200;630;7;70;5.jpg| |2018-04-21T18:38:04.4184026Z|
|nbc-news| |101| |NOVALUE| |After air accidents, survivors grapple with flying again| |Survivors of air accidents often say their survival was a miracle. But what follows is another kind of miracle: Getting on a plane again.| |http://www.nbcnews.com/news/us-news/after-air-accidents-survivors-grapple-flying-again-n868086| |https://media4.s-nbcnews.com/j/newscms/2018_16/2406831/180421-southwest-airlines-rs-140p_a7abb22b1ca7198828d77479eed7a43b.1200;630;7;70;5.JPG| |2018-04-21T18:38:03.1832358Z|
|nbc-news| |102| |Martha C. White| |Growing like a weed? California marijuana market off to slow start| |Even with legally available marijuana, a network of regulations and higher prices means many people are still relying on the black market to get their high.| |http://www.nbcnews.com/business/business-news/growing-weed-california-marijuana-market-slow-start-n867871| |https://media1.s-nbcnews.com/j/newscms/2018_01/2278651/180101-marijuana-california-ac-532p_d867ea0ceb4fcac68c07d2f5195100fc.1200;630;7;70;5.jpg| |2018-04-21T17:53:09.8025639Z|
|nbc-news| |103| |Andrea Mitchell| |Remembering Barbara Bush, a beloved first lady of strength and purpose| |"If there is a theme that weaves through my recollections ... it is how deeply invested Barbara was in political strategy for her husband and sons."| |http://www.nbcnews.com/news/us-news/remembering-barbara-bush-beloved-first-lady-strength-purpose-n868051| |https://media3.s-nbcnews.com/j/newscms/2018_16/2400376/180416-barbara-bush-2013-njs-1043_789eef5b25f44ea95f4419ab66cf1c92.1200;630;7;70;5.jpg| |2018-04-21T16:45:11.3328047Z|
|nbc-news| |104| |Katy Tur, Max Burman| |Trump says Michael Cohen won't flip. Those close to him aren't so sure.| |President Donald Trump said on Twitter Saturday that he doesn't see Michael Cohen, his embattled lawyer, turning on him amid despite increasing legal issues.| |http://www.nbcnews.com/politics/donald-trump/trump-says-michael-cohen-won-t-flip-those-close-him-n868046| |https://media1.s-nbcnews.com/j/newscms/2018_13/2366211/180316-michael-cohen-ac-939p_02551ce657ae53e5559cc4ac164113b0.1200;630;7;70;5.jpg| |2018-04-21T16:30:18.1286285Z|
|nbc-news| |105| |Jonathan Allen, Leigh Ann Caldwell| |GOP faces rural rebellion over Trump trade agenda| |President Donald Trump's trade policies are confounding Republicans as rural voters — his strongest supporters — stand to get the short end of the stick just months away from the midterms.| |http://www.nbcnews.com/politics/politics-news/gop-faces-rural-rebellion-over-trump-trade-agenda-n866456| |https://media3.s-nbcnews.com/j/newscms/2018_16/2404796/180419-illinois-farm-aerial-soybean-harvest-se-503p_48995005bcd644e8d700b8f1fedd0c4e.1200;630;7;70;5.jpg| |2018-04-21T12:30:10.0994431Z|
|nbc-news| |106| |Rachel Elbaum| |Prince Harry, Meghan Markle help make Britain's monarchy modern| |Meghan Markle's spirited start to her new life has given Britain's royal family a popularity boost and helped breathe new life into an ancient institution.| |http://www.nbcnews.com/news/world/prince-harry-meghan-markle-help-make-britain-s-monarchy-modern-n862416| |https://media4.s-nbcnews.com/j/newscms/2018_16/2406696/180420-harry-meghan-mc-1129_43805d63f05697aa9874e99fcf704fdd_76a041f565e000236623b786f8f8eb6b.1200;630;7;70;5.JPG| |2018-04-21T09:38:03.779022Z|
|nbc-news| |107| |Phil Helsel, Stella Kim| |North Korea says it has suspended nuclear and missile testing| |North Korea has "reached the target stage, where the nation and people's safety is reliably secured," said the country's leader, Kim Jong Un.| |http://www.nbcnews.com/news/north-korea/north-korea-says-it-has-suspended-nuclear-missile-testing-n867961| |https://media1.s-nbcnews.com/j/newscms/2018_16/2398021/180413-kim-jong-un-136p-rs_da740ae2d3558a6d113d6dabba2933fd.1200;630;7;70;5.JPG| |2018-04-21T03:37:39.9466914Z|
|nbc-news| |108| |Andrea Mitchell| |North Korea nuke test halt could be ruse, but a sign Pyongyang serious about talks| |North Korea's announcement it would suspend nuclear and missile tests could be a ruse, but it is a sign that Pyongyang is serious about talks.| |http://www.nbcnews.com/news/north-korea/north-korea-nuke-test-halt-could-be-ruse-sign-pyongyang-n868006| |https://media1.s-nbcnews.com/j/newscms/2018_16/2155196/170914-north-korea-ac-629p_de38b19d4c05faccc533fb95c518a8ac.1200;630;7;70;5.jpg| |2018-04-21T02:52:49.2223187Z|
|nbc-news| |109| |Alex Seitz-Wald| |DNC sues Trump, Russia, Wikileaks over 2016 email hack| |The Democratic National Committee is suing Donald Trump, the Russian government, and Wikileaks, alleging a conspiracy to damage the Democratic Party.| |http://www.nbcnews.com/politics/donald-trump/dnc-sues-trump-russia-wikileaks-over-2016-email-hack-n867801| |https://media4.s-nbcnews.com/j/newscms/2018_16/2223056/171111-trump-putin-apec-838a-rs_cde620851e0423b08b4bddd7cf045786.1200;630;7;70;5.JPG| |2018-04-20T16:38:31.9653693Z|
|techcrunch| |110| |Ron Miller| |Pivotal CEO talks IPO and balancing life in Dell family of companies| |Pivotal has kind of a strange role for a company. On one hand its part of the EMC federation companies that Dell acquired in 2016 for a cool $67 billion, but it’s also an independently operated entity within that broader Dell family of companies — and that ha…| |https://techcrunch.com/2018/04/21/pivotal-ceo-talks-ipo-and-balancing-life-in-dell-family-of-companies/| |https://techcrunch.com/wp-content/uploads/2017/12/pivotalsoftware2.jpeg?w=533| |2018-04-21T18:51:02Z|
|techcrunch| |111| |Ron Miller| |In the NYC enterprise startup scene, security is job one| |While most people probably would not think of New York as a hotbed for enterprise startups of any kind, it is actually quite active. When you stop to consider that the world’s biggest banks and financial services companies are located there, it would certainl…| |https://techcrunch.com/2018/04/21/nyc-enterprise-security/| |https://techcrunch.com/wp-content/uploads/2018/04/security-scorecard-frame1-80.jpg?w=753| |2018-04-21T16:00:54Z|
|techcrunch| |112| |Danny Crichton| |Through luck and grit, Datadog is fusing the culture of developers and operations| |There used to be two cultures in the enterprise around technology. On one side were software engineers, who built out the applications needed by employees to conduct the business of their companies. On the other side were sysadmins, who were territorially pro…| |https://techcrunch.com/2018/04/21/datadog-and-new-york/| |https://techcrunch.com/wp-content/uploads/2018/04/datadog-frame-80.jpg?w=753| |2018-04-21T16:00:47Z|
|techcrunch| |113| |Danny Crichton| |Up-and-coming enterprise startups in NYC| |New York City has an incredible density of up-and-coming enterprise-focused startups. While the winners are publicized and well-known, we felt it was time to put a bit of a spotlight on younger companies, ones you may not have heard about yet, but are likely …| |https://techcrunch.com/gallery/up-and-coming-enterprise-startups-in-nyc/| |https://techcrunch.com/wp-content/uploads/2018/04/dsc_0189.jpg?w=602| |2018-04-21T16:00:41Z|
|techcrunch| |114| |Ron Miller| |NS1 brings domain name services to the enterprise| |When you think about critical infrastructure, DNS or domain naming services might not pop into your head, but what is more important than making sure your website opens quickly and efficiently for your users. NS1 is a New York City startup trying to bring sof…| |https://techcrunch.com/2018/04/21/ns1-dns/| |https://techcrunch.com/wp-content/uploads/2018/04/ns1-frame-80.jpg?w=753| |2018-04-21T16:00:40Z|
|techcrunch| |115| |Danny Crichton| |Full-Metal Packet is hosting the future of cloud infrastructure| |Cloud computing has been a revolution for the data center. Rather than investing in expensive hardware and managing a data center directly, companies are relying on public cloud providers like AWS, Google Cloud, and Microsoft Azure to provide general-purpose …| |https://techcrunch.com/2018/04/21/full-metal-packet/| |https://techcrunch.com/wp-content/uploads/2018/04/packet-frame-80.jpg?w=753| |2018-04-21T16:00:32Z|
|techcrunch| |116| |Ron Miller| |BigID lands in the right place at the right time with GDPR| |Every startup needs a little skill and a little luck. BigID, a NYC-based data governance solution has been blessed with both. The company, which helps customers identify sensitive data in big data stores, launched at just about the same time that the EU annou…| |https://techcrunch.com/2018/04/21/bigid-and-gdpr/| |https://techcrunch.com/wp-content/uploads/2018/04/bigid-frame-80.jpg?w=753| |2018-04-21T16:00:18Z|
|techcrunch| |117| |Danny Crichton| |Timescale is leading the next wave of NYC database tech| |Data is the lifeblood of the modern corporation, yet acquiring, storing, processing, and analyzing it remains a remarkably challenging and expensive project. Every time data infrastructure finally catches up with the streams of information pouring in, another…| |https://techcrunch.com/2018/04/21/timescale-db/| |https://techcrunch.com/wp-content/themes/techcrunch-2017/images/opengraph-default.png| |2018-04-21T16:00:01Z|
|techcrunch| |118| |Danny Crichton| |Special Report: New York’s enterprise infrastructure ecosystem| |New York City is a marvel of infrastructure planning and engineering. There are the visible landmarks — the Brooklyn Bridge, the Lincoln Tunnel, the Empire State Building — and also the invisible ones that run the city beneath its crowded streets, such as one…| |https://techcrunch.com/2018/04/21/new-yorks-enterprise-infrastructure-ecosystem/| |https://techcrunch.com/wp-content/uploads/2018/04/nyc-enterprise.png?w=753| |2018-04-21T16:00:00Z|
