|assaults| |EVENT| |0.23180453479290009| |-| |-|
|Bob Price| |PERSON| |0.1546429991722107| |-| |-|
|agents| |OTHER| |0.029579756781458855| |-| |-|
|agents| |PERSON| |0.029524343088269234| |-| |-|
|Texas Border| |LOCATION| |0.027016788721084595| |-| |-|
|Border Patrol Agents Assaulted| |LOCATION| |0.024949485436081886| |-| |-|
|agent| |PERSON| |0.02057323232293129| |-| |-|
|agent| |PERSON| |0.01940356008708477| |-| |-|
|alien| |OTHER| |0.019221248105168343| |-| |-|
|agent| |PERSON| |0.01774189993739128| |-| |-|
|none| |OTHER| |0.014975898899137974| |-| |-|
|File Photo| |WORK_OF_ART| |0.013620652258396149| |-| |-|
|incidents| |EVENT| |0.01343860849738121| |-| |-|
|officials| |PERSON| |0.012489587999880314| |-| |-|
|Border Patrol| |UNKNOWN| |0.011296117678284645| |https://en.wikipedia.org/wiki/United_States_Border_Patrol| |/m/02qtlv|
|agents| |PERSON| |0.011226092465221882| |-| |-|
|agents| |OTHER| |0.011226092465221882| |-| |-|
|agents| |PERSON| |0.010938359424471855| |-| |-|
|Manuel Padilla, Jr.| |PERSON| |0.010581329464912415| |https://en.wikipedia.org/wiki/Manuel_Padilla_Jr.| |/m/0jx25sb|
|CBP.gov| |OTHER| |0.008064809255301952| |https://en.wikipedia.org/wiki/U.S._Customs_and_Border_Protection| |/m/038r8p|
|Rio Grande Valley Sector| |ORGANIZATION| |0.007956769317388535| |-| |-|
|agent| |PERSON| |0.007907792925834656| |-| |-|
|agent| |PERSON| |0.007636263966560364| |-| |-|
|agent| |PERSON| |0.007636263966560364| |-| |-|
|assault| |EVENT| |0.007577396463602781| |-| |-|
|agents| |PERSON| |0.0075599802657961845| |-| |-|
|agent| |PERSON| |0.0075599802657961845| |-| |-|
|agent| |PERSON| |0.007551137823611498| |-| |-|
|agent| |PERSON| |0.006977360229939222| |-| |-|
|statement| |WORK_OF_ART| |0.006337389349937439| |-| |-|
|acts| |OTHER| |0.006106425542384386| |-| |-|
|agent| |PERSON| |0.005873452872037888| |-| |-|
|border| |LOCATION| |0.005520278587937355| |-| |-|
|Texas| |LOCATION| |0.0052674273028969765| |https://en.wikipedia.org/wiki/Texas| |/m/07b_l|
|one| |OTHER| |0.005243388935923576| |-| |-|
|agent| |PERSON| |0.0052402387373149395| |-| |-|
|agents| |PERSON| |0.0052374983206391335| |-| |-|
|assault| |EVENT| |0.005146712996065617| |-| |-|
|attacks| |EVENT| |0.005086790304630995| |-| |-|
|situations| |OTHER| |0.005078447982668877| |-| |-|
|desperation| |OTHER| |0.005078447982668877| |-| |-|
|variety| |OTHER| |0.005078447982668877| |-| |-|
|one| |OTHER| |0.004838933702558279| |-| |-|
|Breitbart Texas| |LOCATION| |0.004677336197346449| |-| |-|
|one| |PERSON| |0.004580232780426741| |-| |-|
|aliens| |OTHER| |0.0044838618487119675| |-| |-|
|alien| |OTHER| |0.004477373324334621| |-| |-|
|arrest| |EVENT| |0.0044535440392792225| |-| |-|
|station| |LOCATION| |0.0042998306453228| |-| |-|
|officials| |PERSON| |0.004264893010258675| |-| |-|
|suspect| |PERSON| |0.004127549007534981| |-| |-|
|arrest| |OTHER| |0.003929433412849903| |-| |-|
|injuries| |OTHER| |0.003925567492842674| |-| |-|
|custody| |OTHER| |0.003921991679817438| |-| |-|
|aliens| |OTHER| |0.0038991670589894056| |-| |-|
|human smuggling attempt| |OTHER| |0.003895162371918559| |-| |-|
|subjects| |OTHER| |0.003890118794515729| |-| |-|
|suspect| |PERSON| |0.003890118794515729| |-| |-|
|border town| |LOCATION| |0.0038855618331581354| |-| |-|
|migrant| |PERSON| |0.0038855618331581354| |-| |-|
|town| |LOCATION| |0.003592568915337324| |-| |-|
