|PokerStars| |ORGANIZATION| |0.17865678668022156| |https://en.wikipedia.org/wiki/PokerStars| |/m/09jnvg|
|Sky Betting| |UNKNOWN| |0.06082729250192642| |https://en.wikipedia.org/wiki/Sky_Betting_&_Gaming| |/m/05c01sz|
|Stars Group| |UNKNOWN| |0.059552691876888275| |https://en.wikipedia.org/wiki/The_Stars_Group| |/m/010vvk7r|
|Rafi Ashkenazi| |PERSON| |0.051636166870594025| |-| |/g/11fz9xyxbm|
|Deal| |OTHER| |0.023988299071788788| |-| |-|
|Owner| |PERSON| |0.022347716614603996| |-| |-|
|acquisition| |EVENT| |0.02212059497833252| |-| |-|
|sports betting product| |OTHER| |0.016622379422187805| |-| |-|
|gambling company| |ORGANIZATION| |0.013721715658903122| |-| |-|
|sports| |OTHER| |0.012665622867643833| |-| |-|
|cash| |OTHER| |0.012184212915599346| |-| |-|
|cash| |OTHER| |0.012038554064929485| |-| |-|
|deal| |OTHER| |0.011377270333468914| |-| |-|
|statement| |OTHER| |0.011314371600747108| |-| |-|
|stock| |OTHER| |0.010706407949328423| |-| |-|
|owners| |PERSON| |0.010706407949328423| |-| |-|
|owners| |PERSON| |0.010578345507383347| |-| |-|
|stock| |OTHER| |0.010578345507383347| |-| |-|
|Poker giant| |ORGANIZATION| |0.009684774093329906| |-| |-|
|Sky| |UNKNOWN| |0.008750692941248417| |https://en.wikipedia.org/wiki/Sky_plc| |/m/03p1p8r|
|Photographer| |PERSON| |0.008528215810656548| |-| |-|
|growth potential| |OTHER| |0.008344163186848164| |-| |-|
|acquisition| |EVENT| |0.007190634962171316| |-| |-|
|Gamings| |CONSUMER_GOOD| |0.0060292077250778675| |-| |-|
|CVC Capital| |UNKNOWN| |0.005778448656201363| |https://en.wikipedia.org/wiki/CVC_Capital_Partners| |/m/0c5z75|
|acquisition| |EVENT| |0.005495849065482616| |-| |-|
|Simon Davies| |PERSON| |0.005168202333152294| |-| |-|
|Jacob Kepler| |PERSON| |0.005044315010309219| |-| |-|
|Bloomberg| |ORGANIZATION| |0.005044315010309219| |https://en.wikipedia.org/wiki/Bloomberg_L.P.| |/m/027sm6|
|Toronto| |LOCATION| |0.005015249829739332| |https://en.wikipedia.org/wiki/Toronto| |/m/0h7h6|
|sports| |OTHER| |0.0047688791528344154| |-| |-|
|acquisition| |EVENT| |0.00476418761536479| |-| |-|
|CrownBet Holdings Ltd.| |ORGANIZATION| |0.0045249611139297485| |-| |-|
|Comcast Corp| |ORGANIZATION| |0.004499781411141157| |https://en.wikipedia.org/wiki/Comcast| |/m/01s73z|
|revenue| |OTHER| |0.004282482899725437| |-| |-|
|statement| |WORK_OF_ART| |0.004278269596397877| |-| |-|
|poker business| |OTHER| |0.00409956369549036| |-| |-|
|third| |OTHER| |0.0040857624262571335| |-| |-|
|stock| |OTHER| |0.0039800014346838| |-| |-|
|company| |ORGANIZATION| |0.00391816021874547| |-| |-|
|David Baazov| |PERSON| |0.0037821573205292225| |-| |-|
|poker| |OTHER| |0.003744920017197728| |-| |-|
|poker| |OTHER| |0.0037378256674855947| |-| |-|
|agreement| |OTHER| |0.00363016570918262| |-| |-|
|companys| |ORGANIZATION| |0.0034742073621600866| |-| |-|
|21st Century Fox Inc.| |ORGANIZATION| |0.0033086047042161226| |https://en.wikipedia.org/wiki/Fox_News| |/m/02z_b|
|acquisitions| |OTHER| |0.0032310830429196358| |-| |-|
|company| |ORGANIZATION| |0.0032109366729855537| |-| |-|
|company| |ORGANIZATION| |0.0032093245536088943| |-| |-|
|competitions| |EVENT| |0.0032034695614129305| |-| |-|
|operator| |PERSON| |0.0031946678645908833| |-| |-|
|gaming segment| |OTHER| |0.0031946678645908833| |-| |-|
|poker platform| |OTHER| |0.0031915234867483377| |-| |-|
|shares| |OTHER| |0.00318861473351717| |-| |-|
|closing price| |OTHER| |0.00318861473351717| |-| |-|
|acquisitions| |EVENT| |0.003177883103489876| |-| |-|
|sports| |OTHER| |0.0029599813278764486| |-| |-|
|sports betting| |OTHER| |0.0029572832863777876| |-| |-|
|revenue| |OTHER| |0.0029081895481795073| |-| |-|
|revenue| |OTHER| |0.002901360858231783| |-| |-|
|deal| |OTHER| |0.002878705272451043| |-| |-|
|debt| |OTHER| |0.002878705272451043| |-| |-|
|proceeds| |OTHER| |0.002780405804514885| |-| |-|
|states| |LOCATION| |0.0026578963734209538| |-| |-|
|states| |LOCATION| |0.00265432707965374| |-| |-|
|valuation| |OTHER| |0.0026014770846813917| |-| |-|
|fit| |OTHER| |0.0026014770846813917| |-| |-|
|offerings| |OTHER| |0.0024713370949029922| |-| |-|
|gaming market| |OTHER| |0.0024713370949029922| |-| |-|
|reliance| |OTHER| |0.002469693310558796| |-| |-|
|reliance| |OTHER| |0.0024666532408446074| |-| |-|
|Note| |OTHER| |0.0024638932663947344| |-| |-|
|percentage| |OTHER| |0.0024638932663947344| |-| |-|
|control| |OTHER| |0.0024549048393964767| |-| |-|
|notes| |OTHER| |0.0024465930182486773| |-| |-|
|debt financing| |OTHER| |0.0024465930182486773| |-| |-|
|loans| |OTHER| |0.0024465930182486773| |-| |-|
|term loan| |OTHER| |0.002444650512188673| |-| |-|
|foothold| |OTHER| |0.002441109623759985| |-| |-|
|company| |ORGANIZATION| |0.0024035696405917406| |-| |-|
|U.K.| |LOCATION| |0.0023972392082214355| |https://en.wikipedia.org/wiki/United_Kingdom| |/m/07ssc|
|market| |OTHER| |0.0022581969387829304| |-| |-|
|football| |OTHER| |0.0022540756035596132| |-| |-|
|court| |ORGANIZATION| |0.0022540756035596132| |-| |-|
|casino| |LOCATION| |0.0021706235129386187| |-| |-|
|customers| |PERSON| |0.0021706235129386187| |-| |-|
|trove| |OTHER| |0.0021706235129386187| |-| |-|
|strategy| |OTHER| |0.0021691794972866774| |-| |-|
|M&A push| |EVENT| |0.002166509162634611| |-| |-|
|Australia| |UNKNOWN| |0.002149640116840601| |https://en.wikipedia.org/wiki/Australia| |/m/0chghy|
